order_id,store_id,region,order_datetime,promised_ready_datetime,actual_ready_datetime,pickup_datetime,items_ordered,items_fulfilled,substitution_count,is_complete,order_value
ORD-20253198,GS-10,East,2025-12-20 18:34:00,2025-12-20 20:04:00,2025-12-20 20:09:00,2025-12-20 21:29:00,12,11,0,False,171.83
ORD-20257295,GS-06,Central,2025-12-20 18:38:00,2025-12-20 19:38:00,2025-12-20 20:08:00,2025-12-20 20:44:00,25,23,4,False,216.34
ORD-20258236,GS-10,East,2025-12-20 18:41:00,2025-12-20 20:41:00,2025-12-20 20:52:00,2025-12-20 21:58:00,12,10,0,False,177.06
ORD-20255228,GS-07,South,2025-12-20 19:25:00,2025-12-20 20:55:00,2025-12-20 20:58:00,2025-12-20 21:23:00,15,13,0,False,184.52
ORD-20254160,GS-05,Central,2025-12-20 19:33:00,2025-12-20 20:48:00,2025-12-20 21:03:00,2025-12-20 21:30:00,5,5,0,True,30.94
ORD-20253728,GS-07,South,2025-12-20 19:34:00,2025-12-20 20:49:00,2025-12-20 20:52:00,2025-12-20 21:43:00,15,15,0,True,108.26
ORD-20252157,GS-10,East,2025-12-20 20:46:00,2025-12-20 22:46:00,2025-12-20 22:56:00,2025-12-20 23:01:00,12,9,0,False,87.31
ORD-20257799,GS-08,South,2025-12-20 21:05:00,2025-12-20 23:05:00,2025-12-20 23:24:00,,12,11,0,False,141.6
ORD-20254762,GS-09,South,2025-12-20 22:41:00,2025-12-21 00:26:00,2025-12-21 01:01:00,2025-12-21 01:35:00,12,9,0,False,84.53
ORD-20254471,GS-01,North,2025-12-21 00:30:00,2025-12-21 02:15:00,2025-12-21 02:15:00,2025-12-21 03:13:00,25,24,0,False,167.69
ORD-20254109,GS-10,East,2025-12-21 01:06:00,2025-12-21 02:21:00,2025-12-21 02:26:00,2025-12-21 02:31:00,8,8,2,False,129.89
ORD-20254113,GS-11,East,2025-12-21 02:08:00,2025-12-21 03:38:00,2025-12-21 03:53:00,2025-12-21 04:12:00,8,7,0,False,109.42
ORD-20251021,GS-05,Central,2025-12-21 02:34:00,2025-12-21 04:19:00,2025-12-21 04:19:00,2025-12-21 04:24:00,8,7,0,False,143.53
ORD-20258499,GS-03,North,2025-12-21 04:13:00,2025-12-21 05:28:00,2025-12-21 05:42:00,2025-12-21 06:05:00,12,10,0,False,80.98
ORD-20253478,GS-07,South,2025-12-21 07:29:00,2025-12-21 08:59:00,2025-12-21 09:12:00,2025-12-21 09:17:00,8,8,0,True,86.06
ORD-20251465,GS-08,South,2025-12-21 07:32:00,2025-12-21 08:47:00,2025-12-21 08:51:00,2025-12-21 09:06:00,5,4,0,False,62.17
ORD-20251469,GS-12,West,2025-12-21 08:18:00,2025-12-21 09:18:00,2025-12-21 09:19:00,2025-12-21 10:02:00,12,12,0,True,76.94
ORD-20253021,GS-01,North,2025-12-21 08:24:00,2025-12-21 10:24:00,2025-12-21 10:24:00,2025-12-21 10:59:00,12,12,0,True,171.5
ORD-20252032,GS-10,East,2025-12-21 08:32:00,2025-12-21 09:47:00,2025-12-21 09:57:00,2025-12-21 11:02:00,12,11,0,False,57.43
ORD-20251970,GS-08,South,2025-12-21 08:37:00,2025-12-21 09:52:00,2025-12-21 10:12:00,2025-12-21 11:33:00,8,7,0,False,48.38
ORD-20257607,GS-09,South,2025-12-21 09:04:00,2025-12-21 10:34:00,2025-12-21 10:47:00,2025-12-21 11:01:00,12,9,3,False,113.83
ORD-20251365,GS-08,South,2025-12-21 09:12:00,2025-12-21 10:12:00,2025-12-21 10:23:00,,15,15,0,True,167.54
ORD-20252014,GS-07,South,2025-12-21 09:24:00,2025-12-21 11:24:00,2025-12-21 11:25:00,2025-12-21 12:19:00,3,3,0,True,44.05
ORD-20256233,GS-10,East,2025-12-21 09:42:00,2025-12-21 11:42:00,2025-12-21 11:51:00,2025-12-21 11:56:00,3,3,0,True,27.01
ORD-20256973,GS-02,North,2025-12-21 09:54:00,2025-12-21 11:39:00,2025-12-21 11:40:00,2025-12-21 12:09:00,25,23,0,False,445.02
ORD-20255073,GS-05,Central,2025-12-21 09:56:00,2025-12-21 11:11:00,2025-12-21 11:11:00,2025-12-21 12:10:00,12,11,0,False,78.29
ORD-20255245,GS-10,East,2025-12-21 09:56:00,2025-12-21 11:41:00,2025-12-21 11:46:00,2025-12-21 11:59:00,12,11,0,False,107.06
ORD-20257635,GS-06,Central,2025-12-21 11:51:00,2025-12-21 12:51:00,2025-12-21 12:54:00,2025-12-21 13:57:00,5,5,0,True,63.52
ORD-20253408,GS-04,Central,2025-12-21 11:52:00,2025-12-21 13:52:00,2025-12-21 14:14:00,2025-12-21 14:28:00,5,4,0,False,35.04
ORD-20255235,GS-03,North,2025-12-21 12:16:00,2025-12-21 14:01:00,2025-12-21 14:13:00,2025-12-21 14:34:00,20,17,0,False,289.5
ORD-20252691,GS-04,Central,2025-12-21 12:45:00,2025-12-21 14:00:00,2025-12-21 14:03:00,2025-12-21 14:47:00,30,24,0,False,328.21
ORD-20251477,GS-07,South,2025-12-21 12:50:00,2025-12-21 13:50:00,2025-12-21 13:50:00,2025-12-21 14:07:00,8,8,0,True,67.1
ORD-20251675,GS-03,North,2025-12-21 12:58:00,2025-12-21 13:58:00,2025-12-21 14:15:00,2025-12-21 15:14:00,3,3,2,False,29.11
ORD-20257751,GS-05,Central,2025-12-21 13:55:00,2025-12-21 14:55:00,2025-12-21 15:12:00,2025-12-21 16:28:00,12,12,0,True,208.43
ORD-20256374,GS-03,North,2025-12-21 14:27:00,2025-12-21 15:57:00,2025-12-21 16:00:00,2025-12-21 16:47:00,12,12,2,False,63.9
ORD-20254195,GS-02,North,2025-12-21 14:54:00,2025-12-21 16:54:00,2025-12-21 17:02:00,2025-12-21 17:26:00,8,7,0,False,85.69
ORD-20255342,GS-09,South,2025-12-21 15:05:00,2025-12-21 16:05:00,2025-12-21 16:41:00,2025-12-21 17:37:00,15,13,1,False,141.74
ORD-20253880,GS-07,South,2025-12-21 15:19:00,2025-12-21 17:04:00,2025-12-21 17:16:00,2025-12-21 18:11:00,8,8,0,True,127.47
ORD-20258164,GS-05,Central,2025-12-21 15:33:00,2025-12-21 17:03:00,2025-12-21 17:15:00,2025-12-21 17:33:00,12,11,0,False,211.48
ORD-20250737,GS-10,East,2025-12-21 15:41:00,2025-12-21 17:41:00,2025-12-21 17:41:00,2025-12-21 18:01:00,8,7,0,False,90.64
ORD-20255774,GS-06,Central,2025-12-21 15:58:00,2025-12-21 17:58:00,2025-12-21 17:58:00,2025-12-21 18:12:00,25,25,0,True,200.58
ORD-20256637,GS-05,Central,2025-12-21 16:02:00,2025-12-21 17:02:00,2025-12-21 17:16:00,2025-12-21 18:12:00,8,7,0,False,59.65
ORD-20254181,GS-12,West,2025-12-21 16:04:00,2025-12-21 17:49:00,2025-12-21 17:53:00,2025-12-21 19:16:00,5,5,0,True,52.9
ORD-20258404,GS-08,South,2025-12-21 16:18:00,2025-12-21 18:03:00,2025-12-21 18:12:00,2025-12-21 19:04:00,5,4,0,False,47.89
ORD-20255081,GS-08,South,2025-12-21 16:38:00,2025-12-21 18:23:00,2025-12-21 18:30:00,2025-12-21 19:10:00,20,20,0,True,227.71
ORD-20253976,GS-06,Central,2025-12-21 16:44:00,2025-12-21 17:44:00,2025-12-21 17:49:00,2025-12-21 18:34:00,8,8,0,True,39.26
ORD-20254453,GS-01,North,2025-12-21 16:54:00,2025-12-21 17:54:00,2025-12-21 17:59:00,2025-12-21 18:58:00,5,5,0,True,36.72
ORD-20250632,GS-10,East,2025-12-21 17:12:00,2025-12-21 18:42:00,2025-12-21 18:43:00,2025-12-21 19:01:00,8,7,0,False,86.36
ORD-20255174,GS-06,Central,2025-12-21 17:12:00,2025-12-21 18:12:00,2025-12-21 18:16:00,2025-12-21 19:18:00,8,7,0,False,69.82
ORD-20255288,GS-09,South,2025-12-21 17:14:00,2025-12-21 18:44:00,2025-12-21 19:25:00,2025-12-21 20:02:00,8,7,0,False,83.9
ORD-20257901,GS-07,South,2025-12-21 17:48:00,2025-12-21 19:48:00,2025-12-21 19:48:00,2025-12-21 20:51:00,5,5,0,True,23.99
ORD-20252835,GS-03,North,2025-12-21 18:04:00,2025-12-21 19:04:00,2025-12-21 19:14:00,2025-12-21 19:53:00,5,4,0,False,65.36
ORD-20254344,GS-06,Central,2025-12-21 18:04:00,2025-12-21 19:34:00,2025-12-21 19:52:00,2025-12-21 20:26:00,5,5,0,True,89.5
ORD-20256791,GS-04,Central,2025-12-21 18:31:00,2025-12-21 20:31:00,2025-12-21 21:06:00,2025-12-21 22:17:00,8,7,0,False,51.96
ORD-20255527,GS-12,West,2025-12-21 19:52:00,2025-12-21 21:07:00,2025-12-21 21:11:00,2025-12-21 21:25:00,5,4,0,False,75.09
ORD-20251886,GS-09,South,2025-12-21 20:36:00,2025-12-21 21:51:00,2025-12-21 22:11:00,2025-12-21 22:35:00,5,4,0,False,80.23
ORD-20258111,GS-07,South,2025-12-21 20:55:00,2025-12-21 22:40:00,2025-12-21 22:51:00,2025-12-21 23:44:00,8,8,0,True,85.32
ORD-20258218,GS-12,West,2025-12-21 20:58:00,2025-12-21 22:58:00,2025-12-21 23:17:00,2025-12-21 23:34:00,5,5,0,True,22.54
ORD-20257443,GS-06,Central,2025-12-21 21:09:00,2025-12-21 22:09:00,2025-12-21 22:16:00,2025-12-21 22:44:00,5,5,0,True,53.94
ORD-20252175,GS-11,East,2025-12-21 21:20:00,2025-12-21 22:50:00,2025-12-21 22:51:00,2025-12-21 23:43:00,8,7,0,False,58.37
ORD-20255275,GS-09,South,2025-12-21 23:55:00,2025-12-22 00:55:00,2025-12-22 01:14:00,2025-12-22 02:12:00,5,4,0,False,67.17
ORD-20252708,GS-01,North,2025-12-22 01:19:00,2025-12-22 02:34:00,2025-12-22 02:43:00,2025-12-22 02:48:00,3,3,0,True,46.25
ORD-20252427,GS-11,East,2025-12-22 01:27:00,2025-12-22 02:27:00,2025-12-22 02:48:00,2025-12-22 03:27:00,12,11,0,False,173.31
ORD-20257558,GS-08,South,2025-12-22 06:24:00,2025-12-22 07:24:00,2025-12-22 07:28:00,2025-12-22 08:16:00,15,12,0,False,192.11
ORD-20258435,GS-05,Central,2025-12-22 07:21:00,2025-12-22 08:51:00,2025-12-22 09:03:00,2025-12-22 09:34:00,12,12,1,False,189.88
ORD-20257073,GS-07,South,2025-12-22 07:36:00,2025-12-22 08:51:00,2025-12-22 08:52:00,2025-12-22 10:11:00,8,8,0,True,99.0
ORD-20252138,GS-08,South,2025-12-22 08:02:00,2025-12-22 09:47:00,2025-12-22 09:47:00,2025-12-22 10:12:00,8,7,1,False,118.63
ORD-20253058,GS-05,Central,2025-12-22 08:05:00,2025-12-22 09:50:00,2025-12-22 10:12:00,2025-12-22 10:52:00,15,13,0,False,250.56
ORD-20256851,GS-11,East,2025-12-22 08:21:00,2025-12-22 10:06:00,2025-12-22 10:10:00,2025-12-22 10:25:00,12,9,0,False,174.86
ORD-20254630,GS-11,East,2025-12-22 08:31:00,2025-12-22 10:31:00,2025-12-22 10:40:00,2025-12-22 11:18:00,15,13,0,False,79.67
ORD-20250264,GS-08,South,2025-12-22 08:54:00,2025-12-22 09:54:00,2025-12-22 10:04:00,2025-12-22 10:09:00,25,24,0,False,275.7
ORD-20257001,GS-05,Central,2025-12-22 09:06:00,2025-12-22 11:06:00,2025-12-22 11:14:00,2025-12-22 11:42:00,8,8,0,True,90.96
ORD-20252416,GS-09,South,2025-12-22 09:21:00,2025-12-22 11:21:00,2025-12-22 11:43:00,2025-12-22 12:35:00,5,4,0,False,81.62
ORD-20251029,GS-03,North,2025-12-22 09:24:00,2025-12-22 10:54:00,2025-12-22 11:03:00,2025-12-22 11:08:00,5,4,2,False,70.94
ORD-20252105,GS-07,South,2025-12-22 10:41:00,2025-12-22 11:41:00,2025-12-22 11:41:00,2025-12-22 12:27:00,5,5,0,True,67.01
ORD-20251360,GS-11,East,2025-12-22 10:50:00,2025-12-22 12:35:00,2025-12-22 12:47:00,2025-12-22 13:25:00,8,8,0,True,77.16
ORD-20255664,GS-10,East,2025-12-22 11:04:00,2025-12-22 13:04:00,2025-12-22 13:20:00,2025-12-22 13:25:00,8,8,0,True,36.97
ORD-20255188,GS-06,Central,2025-12-22 11:04:00,2025-12-22 12:49:00,2025-12-22 13:03:00,2025-12-22 13:49:00,5,5,0,True,31.23
ORD-20257081,GS-02,North,2025-12-22 11:04:00,2025-12-22 12:49:00,2025-12-22 12:49:00,,12,10,0,False,56.1
ORD-20251721,GS-05,Central,2025-12-22 11:48:00,2025-12-22 12:48:00,2025-12-22 13:12:00,2025-12-22 13:17:00,8,8,0,True,122.82
ORD-20252606,GS-04,Central,2025-12-22 12:05:00,2025-12-22 13:20:00,2025-12-22 14:00:00,2025-12-22 15:14:00,20,17,0,False,118.02
ORD-20258388,GS-12,West,2025-12-22 12:26:00,2025-12-22 13:56:00,2025-12-22 14:05:00,2025-12-22 15:15:00,15,15,0,True,141.06
ORD-20250394,GS-12,West,2025-12-22 13:11:00,2025-12-22 14:56:00,2025-12-22 14:56:00,2025-12-22 15:20:00,25,22,0,False,224.33
ORD-20256094,GS-06,Central,2025-12-22 13:40:00,2025-12-22 15:40:00,2025-12-22 15:40:00,2025-12-22 15:56:00,20,19,0,False,297.88
ORD-20253738,GS-04,Central,2025-12-22 14:58:00,2025-12-22 16:58:00,2025-12-22 17:20:00,2025-12-22 17:57:00,12,9,2,False,95.58
ORD-20256014,GS-08,South,2025-12-22 15:04:00,2025-12-22 16:49:00,2025-12-22 16:57:00,2025-12-22 17:57:00,12,11,0,False,159.9
ORD-20255702,GS-07,South,2025-12-22 15:15:00,2025-12-22 16:30:00,2025-12-22 16:31:00,2025-12-22 16:51:00,12,10,2,False,162.82
ORD-20254089,GS-08,South,2025-12-22 15:39:00,2025-12-22 17:39:00,2025-12-22 17:39:00,2025-12-22 18:15:00,12,11,0,False,204.42
ORD-20257648,GS-09,South,2025-12-22 15:52:00,2025-12-22 17:52:00,2025-12-22 17:52:00,,8,6,0,False,124.62
ORD-20257550,GS-01,North,2025-12-22 15:52:00,2025-12-22 16:52:00,2025-12-22 16:52:00,2025-12-22 17:28:00,15,15,0,True,130.44
ORD-20251546,GS-09,South,2025-12-22 16:02:00,2025-12-22 17:17:00,2025-12-22 17:50:00,2025-12-22 18:19:00,15,13,0,False,194.42
ORD-20256010,GS-01,North,2025-12-22 16:14:00,2025-12-22 17:44:00,2025-12-22 17:54:00,2025-12-22 19:17:00,5,5,0,True,47.27
ORD-20253661,GS-12,West,2025-12-22 17:29:00,2025-12-22 18:59:00,2025-12-22 19:18:00,2025-12-22 19:29:00,12,12,0,True,186.55
ORD-20250846,GS-10,East,2025-12-22 18:05:00,2025-12-22 19:35:00,2025-12-22 19:50:00,2025-12-22 19:55:00,12,11,0,False,187.49
ORD-20250057,GS-04,Central,2025-12-22 18:29:00,2025-12-22 19:59:00,2025-12-22 20:06:00,2025-12-22 20:52:00,12,11,0,False,69.85
ORD-20257242,GS-06,Central,2025-12-22 18:49:00,2025-12-22 20:49:00,2025-12-22 20:58:00,2025-12-22 21:52:00,8,8,0,True,74.16
ORD-20255672,GS-01,North,2025-12-22 19:17:00,2025-12-22 20:17:00,2025-12-22 20:22:00,2025-12-22 20:46:00,8,8,0,True,88.46
ORD-20257561,GS-09,South,2025-12-22 19:43:00,2025-12-22 21:13:00,2025-12-22 22:03:00,2025-12-22 22:48:00,8,7,0,False,67.28
ORD-20257581,GS-07,South,2025-12-22 19:53:00,2025-12-22 21:23:00,2025-12-22 21:23:00,2025-12-22 22:12:00,5,5,0,True,86.95
ORD-20255268,GS-04,Central,2025-12-22 19:59:00,2025-12-22 21:44:00,2025-12-22 21:54:00,2025-12-22 22:52:00,20,17,0,False,185.73
ORD-20253335,GS-08,South,2025-12-22 20:47:00,2025-12-22 22:47:00,2025-12-22 22:47:00,2025-12-22 23:01:00,12,11,0,False,190.53
ORD-20250534,GS-07,South,2025-12-22 23:40:00,2025-12-23 00:55:00,2025-12-23 01:04:00,2025-12-23 01:33:00,12,11,0,False,95.0
ORD-20253069,GS-06,Central,2025-12-23 05:23:00,2025-12-23 07:23:00,2025-12-23 07:39:00,2025-12-23 09:03:00,8,7,2,False,121.84
ORD-20258174,GS-02,North,2025-12-23 07:39:00,2025-12-23 09:24:00,2025-12-23 09:31:00,2025-12-23 09:47:00,8,8,0,True,89.59
ORD-20257800,GS-08,South,2025-12-23 08:20:00,2025-12-23 09:20:00,2025-12-23 09:25:00,,25,21,0,False,273.67
ORD-20255586,GS-03,North,2025-12-23 08:52:00,2025-12-23 10:22:00,2025-12-23 10:35:00,2025-12-23 11:51:00,15,12,0,False,221.99
ORD-20253443,GS-12,West,2025-12-23 09:45:00,2025-12-23 11:00:00,2025-12-23 11:09:00,2025-12-23 11:45:00,25,24,0,False,165.88
ORD-20254015,GS-09,South,2025-12-23 09:48:00,2025-12-23 11:03:00,2025-12-23 11:08:00,2025-12-23 12:11:00,5,4,0,False,32.3
ORD-20254042,GS-06,Central,2025-12-23 09:52:00,2025-12-23 11:37:00,2025-12-23 11:48:00,2025-12-23 12:18:00,12,10,0,False,95.76
ORD-20251124,GS-04,Central,2025-12-23 09:55:00,2025-12-23 11:25:00,2025-12-23 11:32:00,2025-12-23 12:08:00,25,23,0,False,390.57
ORD-20252838,GS-07,South,2025-12-23 10:18:00,2025-12-23 11:33:00,2025-12-23 11:33:00,2025-12-23 11:38:00,8,8,2,False,106.86
ORD-20252696,GS-09,South,2025-12-23 10:19:00,2025-12-23 11:49:00,2025-12-23 12:05:00,2025-12-23 12:10:00,12,10,0,False,171.07
ORD-20255916,GS-04,Central,2025-12-23 10:26:00,2025-12-23 11:26:00,2025-12-23 11:47:00,,15,12,0,False,235.49
ORD-20254175,GS-10,East,2025-12-23 10:43:00,2025-12-23 12:28:00,2025-12-23 12:32:00,2025-12-23 12:40:00,30,29,0,False,351.15
ORD-20255761,GS-08,South,2025-12-23 10:48:00,2025-12-23 11:48:00,2025-12-23 12:12:00,2025-12-23 12:20:00,12,11,0,False,103.6
ORD-20250281,GS-08,South,2025-12-23 11:09:00,2025-12-23 12:39:00,2025-12-23 12:40:00,2025-12-23 13:07:00,30,28,0,False,476.02
ORD-20250356,GS-12,West,2025-12-23 11:15:00,2025-12-23 13:15:00,2025-12-23 13:25:00,2025-12-23 14:40:00,8,7,0,False,84.73
ORD-20255866,GS-08,South,2025-12-23 11:41:00,2025-12-23 13:41:00,2025-12-23 13:47:00,2025-12-23 14:36:00,5,5,0,True,79.92
ORD-20254407,GS-12,West,2025-12-23 11:44:00,2025-12-23 13:14:00,2025-12-23 13:27:00,2025-12-23 13:32:00,3,3,1,False,22.23
ORD-20254067,GS-09,South,2025-12-23 11:57:00,2025-12-23 12:57:00,2025-12-23 13:28:00,2025-12-23 14:07:00,15,13,4,False,99.89
ORD-20252466,GS-06,Central,2025-12-23 12:09:00,2025-12-23 13:09:00,2025-12-23 13:30:00,2025-12-23 14:13:00,8,8,0,True,125.91
ORD-20253247,GS-05,Central,2025-12-23 12:48:00,2025-12-23 14:03:00,2025-12-23 14:06:00,2025-12-23 14:55:00,5,4,0,False,76.07
ORD-20250302,GS-12,West,2025-12-23 12:49:00,2025-12-23 14:49:00,2025-12-23 14:58:00,2025-12-23 16:02:00,5,5,0,True,55.46
ORD-20258130,GS-12,West,2025-12-23 12:52:00,2025-12-23 14:37:00,2025-12-23 14:48:00,2025-12-23 15:45:00,15,14,0,False,227.82
ORD-20256553,GS-09,South,2025-12-23 13:10:00,2025-12-23 14:10:00,2025-12-23 14:39:00,2025-12-23 15:15:00,5,4,0,False,34.37
ORD-20258215,GS-06,Central,2025-12-23 13:27:00,2025-12-23 15:27:00,2025-12-23 15:45:00,2025-12-23 16:35:00,12,10,4,False,157.09
ORD-20252251,GS-06,Central,2025-12-23 13:46:00,2025-12-23 15:31:00,2025-12-23 15:39:00,2025-12-23 16:43:00,8,7,0,False,90.7
ORD-20255047,GS-06,Central,2025-12-23 14:13:00,2025-12-23 16:13:00,2025-12-23 16:31:00,2025-12-23 16:55:00,8,6,0,False,65.61
ORD-20251050,GS-10,East,2025-12-23 15:12:00,2025-12-23 16:27:00,2025-12-23 16:40:00,2025-12-23 17:34:00,5,5,1,False,85.69
ORD-20251941,GS-01,North,2025-12-23 15:29:00,2025-12-23 16:44:00,2025-12-23 16:55:00,2025-12-23 17:59:00,8,8,0,True,118.27
ORD-20252127,GS-08,South,2025-12-23 15:39:00,2025-12-23 16:39:00,2025-12-23 16:39:00,,12,12,0,True,164.56
ORD-20252914,GS-03,North,2025-12-23 15:46:00,2025-12-23 16:46:00,2025-12-23 16:53:00,2025-12-23 17:07:00,12,12,0,True,202.42
ORD-20256361,GS-06,Central,2025-12-23 15:53:00,2025-12-23 17:38:00,2025-12-23 17:43:00,2025-12-23 17:48:00,15,14,0,False,104.18
ORD-20256280,GS-01,North,2025-12-23 16:00:00,2025-12-23 17:30:00,2025-12-23 17:30:00,2025-12-23 18:28:00,15,15,0,True,91.51
ORD-20255247,GS-08,South,2025-12-23 16:11:00,2025-12-23 17:56:00,2025-12-23 18:17:00,,8,7,0,False,141.13
ORD-20255628,GS-03,North,2025-12-23 16:20:00,2025-12-23 17:50:00,2025-12-23 17:53:00,2025-12-23 19:05:00,12,12,0,True,130.98
ORD-20256293,GS-10,East,2025-12-23 16:42:00,2025-12-23 17:57:00,2025-12-23 18:01:00,2025-12-23 18:38:00,5,5,0,True,59.35
ORD-20253812,GS-09,South,2025-12-23 16:51:00,2025-12-23 18:36:00,2025-12-23 18:40:00,2025-12-23 18:55:00,8,7,0,False,63.38
ORD-20257630,GS-11,East,2025-12-23 17:01:00,2025-12-23 19:01:00,2025-12-23 19:01:00,2025-12-23 20:34:00,20,17,0,False,185.73
ORD-20257510,GS-06,Central,2025-12-23 17:20:00,2025-12-23 18:20:00,2025-12-23 18:50:00,2025-12-23 19:24:00,8,7,0,False,126.18
ORD-20250429,GS-04,Central,2025-12-23 17:36:00,2025-12-23 19:06:00,2025-12-23 19:35:00,2025-12-23 20:25:00,25,21,0,False,162.72
ORD-20256527,GS-07,South,2025-12-23 17:38:00,2025-12-23 19:38:00,2025-12-23 19:49:00,2025-12-23 20:10:00,8,7,0,False,84.17
ORD-20258434,GS-08,South,2025-12-23 17:59:00,2025-12-23 19:44:00,2025-12-23 19:44:00,2025-12-23 20:41:00,5,4,0,False,70.47
ORD-20253102,GS-04,Central,2025-12-23 18:14:00,2025-12-23 19:14:00,2025-12-23 19:31:00,2025-12-23 19:43:00,3,3,0,True,46.55
ORD-20254754,GS-04,Central,2025-12-23 18:16:00,2025-12-23 19:46:00,2025-12-23 20:13:00,2025-12-23 20:28:00,20,18,0,False,312.56
ORD-20255711,GS-11,East,2025-12-23 18:34:00,2025-12-23 20:34:00,2025-12-23 20:44:00,2025-12-23 20:49:00,20,18,0,False,160.8
ORD-20257983,GS-01,North,2025-12-23 18:43:00,2025-12-23 19:58:00,2025-12-23 19:58:00,2025-12-23 20:03:00,5,5,0,True,55.72
ORD-20256727,GS-08,South,2025-12-23 18:57:00,2025-12-23 20:57:00,2025-12-23 21:09:00,2025-12-23 21:14:00,12,12,1,False,201.32
ORD-20251615,GS-03,North,2025-12-23 20:31:00,2025-12-23 22:16:00,2025-12-23 22:31:00,2025-12-23 22:36:00,12,11,0,False,142.91
ORD-20250459,GS-09,South,2025-12-23 21:09:00,2025-12-23 23:09:00,2025-12-23 23:31:00,2025-12-24 00:21:00,8,6,0,False,75.82
ORD-20256373,GS-09,South,2025-12-23 21:27:00,2025-12-23 23:27:00,2025-12-24 00:03:00,2025-12-24 01:02:00,30,22,0,False,257.15
ORD-20251530,GS-01,North,2025-12-23 23:01:00,2025-12-24 00:31:00,2025-12-24 00:31:00,2025-12-24 01:27:00,0,11,0,False,178.39
ORD-20255220,GS-05,Central,2025-12-23 23:33:00,2025-12-24 01:03:00,2025-12-24 01:17:00,2025-12-24 02:13:00,12,11,0,False,159.13
ORD-20254291,GS-11,East,2025-12-24 00:18:00,2025-12-24 02:18:00,2025-12-24 02:19:00,2025-12-24 02:24:00,5,4,0,False,84.17
ORD-20252675,GS-02,North,2025-12-24 00:21:00,2025-12-24 02:06:00,2025-12-24 02:17:00,,20,19,0,False,198.44
ORD-20257319,GS-06,Central,2025-12-24 01:40:00,2025-12-24 02:55:00,2025-12-24 03:07:00,2025-12-24 03:36:00,5,5,1,False,66.89
ORD-20256080,GS-03,North,2025-12-24 02:10:00,2025-12-24 03:40:00,2025-12-24 03:44:00,2025-12-24 04:54:00,30,26,0,False,534.68
ORD-20255033,GS-11,East,2025-12-24 04:08:00,2025-12-24 05:53:00,2025-12-24 06:13:00,2025-12-24 06:18:00,5,5,0,True,54.32
ORD-20256082,GS-07,South,2025-12-24 07:12:00,2025-12-24 08:27:00,2025-12-24 08:27:00,,8,8,0,True,88.88
ORD-20257203,GS-05,Central,2025-12-24 07:37:00,2025-12-24 09:07:00,2025-12-24 09:11:00,2025-12-24 09:33:00,25,24,0,False,347.23
ORD-20258006,GS-09,South,2025-12-24 07:59:00,2025-12-24 09:59:00,2025-12-24 10:47:00,2025-12-24 10:58:00,8,7,0,False,126.05
ORD-20257634,GS-08,South,2025-12-24 08:00:00,2025-12-24 10:00:00,2025-12-24 10:00:00,2025-12-24 10:05:00,12,11,0,False,108.5
ORD-20254979,GS-12,West,2025-12-24 08:01:00,2025-12-24 09:16:00,2025-12-24 09:25:00,2025-12-24 10:26:00,15,14,0,False,179.0
ORD-20255070,GS-10,East,2025-12-24 08:14:00,2025-12-24 09:29:00,2025-12-24 09:39:00,2025-12-24 10:43:00,8,7,0,False,60.69
ORD-20253988,GS-02,North,2025-12-24 08:27:00,2025-12-24 09:57:00,2025-12-24 10:04:00,2025-12-24 10:09:00,15,13,0,False,150.58
ORD-20258162,GS-12,West,2025-12-24 08:48:00,2025-12-24 10:18:00,2025-12-24 10:18:00,2025-12-24 10:31:00,8,8,0,True,67.29
ORD-20257600,GS-02,North,2025-12-24 08:54:00,2025-12-24 10:39:00,2025-12-24 10:39:00,2025-12-24 11:18:00,8,8,0,True,56.09
ORD-20255378,GS-03,North,2025-12-24 09:06:00,2025-12-24 10:06:00,2025-12-24 10:07:00,2025-12-24 10:25:00,0,29,0,False,428.66
ORD-20250744,GS-02,North,2025-12-24 09:06:00,2025-12-24 10:06:00,2025-12-24 10:20:00,,12,11,0,False,66.84
ORD-20252011,GS-11,East,2025-12-24 09:10:00,2025-12-24 10:55:00,2025-12-24 10:55:00,2025-12-24 11:45:00,5,5,0,True,71.38
ORD-20252495,GS-04,Central,2025-12-24 09:18:00,2025-12-24 11:03:00,2025-12-24 11:37:00,,30,29,0,False,494.21
ORD-20251286,GS-06,Central,2025-12-24 10:15:00,2025-12-24 11:45:00,2025-12-24 11:45:00,2025-12-24 12:13:00,30,30,0,True,266.79
ORD-20253853,GS-02,North,2025-12-24 10:19:00,2025-12-24 11:34:00,2025-12-24 11:34:00,2025-12-24 12:25:00,12,11,0,False,102.27
ORD-20257928,GS-09,South,2025-12-24 10:43:00,2025-12-24 12:13:00,2025-12-24 12:42:00,2025-12-24 13:28:00,8,7,0,False,92.28
ORD-20253386,GS-01,North,2025-12-24 10:59:00,2025-12-24 12:44:00,2025-12-24 12:44:00,2025-12-24 13:03:00,12,10,0,False,179.52
ORD-20258381,GS-06,Central,2025-12-24 11:09:00,2025-12-24 12:24:00,2025-12-24 12:24:00,2025-12-24 13:08:00,3,3,0,True,53.65
ORD-20250884,GS-11,East,2025-12-24 11:12:00,2025-12-24 12:42:00,2025-12-24 12:56:00,2025-12-24 13:18:00,5,5,0,True,56.58
